,ProdDate,Actual_kWh,Production1,Production2,Feed,Weekday,BRP
592,2020-08-15,195038.0,15842.155385,,15842.155385,Saturday,RP
593,2020-08-16,109485.0,5352.1160115,,5352.1160115,Sunday,RP
594,2020-08-17,212840.0,20593.792895,,20593.792895,Monday,RP
595,2020-08-18,225574.0,18766.09504,,18766.09504,Tuesday,RP
596,2020-08-19,231185.0,20249.989125,,20249.989125,Wednesday,RP
597,2020-08-20,134018.0,6058.067842,,6058.067842,Thursday,RP
598,2020-08-21,216917.0,18378.24364,,18378.24364,Friday,RP
599,2020-08-22,218354.0,19048.172885,,19048.172885,Saturday,RP
600,2020-08-23,60387.0,1246.7024299999998,,1246.7024299999998,Sunday,RP
601,2020-08-24,216510.0,19680.401465000003,,19680.401465000003,Monday,RP
602,2020-08-25,211417.0,18729.505045,,18729.505045,Tuesday,RP
603,2020-08-26,229419.0,20576.87586,,20576.87586,Wednesday,RP
604,2020-08-27,157341.0,17067.072905,,17067.072905,Thursday,RP
605,2020-08-28,220834.0,20169.77036,,20169.77036,Friday,RP
606,2020-08-29,213845.0,17379.681805,,17379.681805,Saturday,RP
607,2020-08-30,48532.0,1282.001634,,1282.001634,Sunday,RP
608,2020-08-31,225579.0,19494.87085,,19494.87085,Monday,RP
609,2020-09-01,196001.0,11759.813065,,11759.813065,Tuesday,RP
610,2020-09-02,216418.0,19006.316285,,19006.316285,Wednesday,RP
611,2020-09-03,136683.0,7243.963262,,7243.963262,Thursday,RP
612,2020-09-04,226987.0,20009.975980000003,,20009.975980000003,Friday,RP
613,2020-09-05,228490.0,18108.79326,,18108.79326,Saturday,RP
614,2020-09-06,59712.0,480.431135,,480.431135,Sunday,RP
615,2020-09-07,213363.0,18482.40054,,18482.40054,Monday,RP
616,2020-09-08,207020.0,16389.90899,,16389.90899,Tuesday,RP
617,2020-09-09,225788.0,19195.935255,,19195.935255,Wednesday,RP
618,2020-09-10,149796.0,9247.807997,,9247.807997,Thursday,RP
619,2020-09-11,221282.0,16420.448495,,16420.448495,Friday,RP
620,2020-09-12,122787.0,3805.4491815,,3805.4491815,Saturday,RP
621,2020-09-13,60966.0,978.68551345,,978.68551345,Sunday,RP
622,2020-09-14,212501.0,19078.030355,,19078.030355,Monday,RP
623,2020-09-15,220639.0,17731.791845,,17731.791845,Tuesday,RP
624,2020-09-16,220087.0,19718.49653,,19718.49653,Wednesday,RP
625,2020-09-17,153909.0,10894.885295,,10894.885295,Thursday,RP
626,2020-09-18,205354.0,17382.914389999998,,17382.914389999998,Friday,RP
627,2020-09-19,223431.0,19753.119515,,19753.119515,Saturday,RP
628,2020-09-20,101954.0,5513.5817085,,5513.5817085,Sunday,RP
629,2020-09-21,215726.0,20354.2547,,20354.2547,Monday,RP
